タイトル	タイトル	タイトルよみ	請求番号	和暦	地域	題種・題名	題種・題名よみ	作者名	作者名よみ	書誌備考	刊写	体裁	親書誌	大分類	中分類	小分類	月	日	西暦	月日	刊記	板元	元号	劇場	内題下	演奏者	統一劇場	刊年	興行人	内題下よみ	iiif viewer	ID	ウェブサイトURL	アイテムURL	利用条件	サムネイル	機械可読ドキュメント	帰属	viewingDirection	viewingHint	コレクション	ソート用項目	IIIFマニフェストURI	IIIF Search API URI	アノテーション付きIIIFマニフェストURI	Link to TAPAS Project	Text with Rich Text Format	# of media
国性爺合戦		こくせんやかっせん	黒4142-0080			国性爺合戦 (帙題)	こくせんやかっせん	作者:近松 門左衛門	ちかまつ もんざえもん	原題簽。奥書有。印記3顆	刊	半紙本。1冊。90丁。7行		浄瑠璃	義太夫節	院本	00	00			無刊記	大坂御堂筋北久宝寺町 正本屋仁兵衛(奥付)			作者:近松 門左衛門						http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/757daf2c-66ef-44cf-b008-a977a04c18b8.json	757daf2c-66ef-44cf-b008-a977a04c18b8	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/757daf2c-66ef-44cf-b008-a977a04c18b8	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/069efeaa9b6c4ec057796ed267109262df17109e.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/277898	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				0446	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/757daf2c-66ef-44cf-b008-a977a04c18b8/manifest					93
国性爺合戦		こくせんやかっせん	黒4142-0081			国性爺合戦 (帙題)	こくせんやかっせん	作者:近松 門左衛門	ちかまつ もんざえもん	替題簽(破損)。奥書有。印記「奈河晴助」他5顆	刊	半紙本。1冊。103丁。7行		浄瑠璃	義太夫節	院本	00	00			無刊記	江戸大伝馬三丁目 鱗形屋孫兵衛版 他2肆(奥付)			作者:近松 門左衛門	太夫役割有(見返)					http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/583764e7-4c2b-4c25-ba78-71305be9a899.json	583764e7-4c2b-4c25-ba78-71305be9a899	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/583764e7-4c2b-4c25-ba78-71305be9a899	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5d5d7c901dfbb9b66ed10ec7f98b77fe6d18e757.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/277899	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				0447	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/583764e7-4c2b-4c25-ba78-71305be9a899/manifest					106
国性爺合戦		こくせんやかっせん	黒4142-0082			国性爺合戦 (帙題)	こくせんやかっせん	作者:近松 門左衛門	ちかまつ もんざえもん	題簽欠。外題打付。奥書有。印記3顆	刊	半紙本。1冊。64丁。10行		浄瑠璃	義太夫節	院本	00	00			無刊記	京寺町通松原上ル町 菊屋七郎兵衛板 他1肆(奥付)			作者:近松 門左衛門						http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7f4a2a6d-7609-4fae-822a-19e7048562d6.json	7f4a2a6d-7609-4fae-822a-19e7048562d6	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/7f4a2a6d-7609-4fae-822a-19e7048562d6	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4458f9382243a404d0285eb6fa6aaa275a4da361.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/277900	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				0448	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7f4a2a6d-7609-4fae-822a-19e7048562d6/manifest					68
国姓爺後日合戦		こくせんやごにちかっせん	黒4142-0083			国姓爺後日合戦 (帙題)	こくせんやごにちかっせん	近松 門左衛門:作	ちかまつ もんざえもん	原題簽。奥書有。印記5顆	刊	半紙本。1冊。30丁。11行		浄瑠璃	義太夫節	院本	00	00			無刊記	[京]正本屋 山本九兵衛版(奥付)			近松 門左衛門:作						http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b27d2f1a-9871-43e6-93a5-a2202a9a205e.json	b27d2f1a-9871-43e6-93a5-a2202a9a205e	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/b27d2f1a-9871-43e6-93a5-a2202a9a205e	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0b991b1954cce8487cecec567a014e16b5bc082c.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/277901	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				0449	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b27d2f1a-9871-43e6-93a5-a2202a9a205e/manifest					33
日本振袖始		にほんふりそではじめ	黒4142-0085			日本振袖始 (帙題)	にほんふりそではじめ	作者:近松 門左衛門	ちかまつ もんざえもん	替題簽。奥書無。印記5顆	刊	半紙本。1冊。83丁。7行		浄瑠璃	義太夫節	院本	00	00			無刊記	??			作者:近松 門左衛門						http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ee9b5403-b426-46d9-a39d-9f7c3bb74c3a.json	ee9b5403-b426-46d9-a39d-9f7c3bb74c3a	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/ee9b5403-b426-46d9-a39d-9f7c3bb74c3a	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2d725a75407cb8b0dcf054657a2935a4e27bc049.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/277902	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				0450	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ee9b5403-b426-46d9-a39d-9f7c3bb74c3a/manifest					82
日本振袖始		にっぽんふりそでのはじまり	黒4142-0086			日本振袖始 (帙題)	にっぽんふりそでのはじまり	作者:近松 門左衛門	ちかまつ もんざえもん	題簽欠。外題打付。奥書有。印記4顆	刊	半紙本。1冊。83丁。7行		浄瑠璃	義太夫節	院本	00	00			無刊記	大坂高麗橋壱丁目 山本九右衛門版 他1肆(奥付)			作者:近松 門左衛門						http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/35839025-4b64-459c-941c-53ccb2d1affd.json	35839025-4b64-459c-941c-53ccb2d1affd	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/35839025-4b64-459c-941c-53ccb2d1affd	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7b4249ed01cfaa464c6ece7f8fee17fcd5410b07.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/277903	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				0451	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/35839025-4b64-459c-941c-53ccb2d1affd/manifest					86
曽我会稽山		そがかいけいざん	黒4142-0087			曽我会稽山 (帙題)	そがかいけいざん	作者:近松 門左衛門	ちかまつ もんざえもん	替題簽(汚損)。奥書有。朱筆書入「花沢伊左衛門」(見返)。印記「豊沢団八」「群督図書」他6顆	刊	半紙本。1冊。93丁。7行		浄瑠璃	義太夫節	院本	00	00			無刊記	大坂高麗橋壱丁目 山本九右衛門版 他1肆(奥付)			作者:近松 門左衛門						http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2ebf1d70-2885-4480-b294-91e15b52f157.json	2ebf1d70-2885-4480-b294-91e15b52f157	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/2ebf1d70-2885-4480-b294-91e15b52f157	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7ed2a4b7106c09c7afc7bcee925a421efa885f84.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/277904	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				0452	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2ebf1d70-2885-4480-b294-91e15b52f157/manifest					96
傾城酒呑童子		けいせいしゅてんどうじ	黒4142-0088			傾城酒呑童子 (帙題)	けいせいしゅてんどうじ	作者:近松 門左衛門	ちかまつ もんざえもん	原題簽。奥書有。印記「上田蔵書」他4顆	刊	半紙本。1冊。83丁。7行		浄瑠璃	義太夫節	院本	00	00			無刊記	江戸大伝馬三丁目 鱗形屋孫兵衛版 他2肆(奥付)			作者:近松 門左衛門						http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/96361abc-e08f-496a-9bae-6623e236addb.json	96361abc-e08f-496a-9bae-6623e236addb	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/96361abc-e08f-496a-9bae-6623e236addb	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/759402a62c4b8555d063ca0a5a5f68b184d2919d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/277905	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				0453	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/96361abc-e08f-496a-9bae-6623e236addb/manifest					86
<かみや治兵衛/きいの国や小はる>心中天のあみ島		<かみやじへえ/きのくにやこはる>しんじゅうてんのあみじま	黒4142-0094			心中天のあみ島 (帙題)	しんじゅうてんのあみじま	作者:近松 門左衛門	ちかまつ もんざえもん	替題簽。奥書有。印記3顆。「天の網島」参照	刊	半紙本。1冊。24丁。10行		浄瑠璃	義太夫節	院本	00	00			無刊記	京二条通寺町西入ル町 正本屋 山本九兵衛版(奥付)			作者:近松 門左衛門						http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d045c1fe-916d-4901-aa43-9333c40b353a.json	d045c1fe-916d-4901-aa43-9333c40b353a	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/d045c1fe-916d-4901-aa43-9333c40b353a	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9d27121e5b7d11dd171afb39058493b3ae28f395.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/277906	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				0454	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d045c1fe-916d-4901-aa43-9333c40b353a/manifest					27
<後太平記/四十八巻目>津国女夫池		<ごたいへいき/しじゅうはちかんめ>つのくにみょうといけ	黒4142-0095			津国女夫池 (帙題)	つのくにみょうといけ	作者:近松 門左衛門	ちかまつ もんざえもん	替題簽。替表紙。巻末欠。奥書無。破損有。印記5顆	刊	半紙本。1冊。94丁。7行		浄瑠璃	義太夫節	院本	00	00			無刊記	??			作者:近松 門左衛門						http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/dde78e15-0c2f-40f8-881c-60b68fe53744.json	dde78e15-0c2f-40f8-881c-60b68fe53744	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/dde78e15-0c2f-40f8-881c-60b68fe53744	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fa2547396514579d76ad679e28f615c5645124fc.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/277907	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				0455	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/dde78e15-0c2f-40f8-881c-60b68fe53744/manifest					93
信州川中島合戦		しんしゅうかわなかじまかっせん	黒4142-0096			信州川中島合戦 (帙題)	しんしゅうかわなかじまかっせん	作者:近松 門左衛門	ちかまつ もんざえもん	替題簽。奥書有。印記3顆	刊	半紙本。1冊。78丁。7行		浄瑠璃	義太夫節	院本	00	00			無刊記	大坂[高麗橋][] 正本屋 山本九右衛門版 他1肆(奥付)			作者:近松 門左衛門						http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/241e7c89-3851-4bff-966e-cade57ab560a.json	241e7c89-3851-4bff-966e-cade57ab560a	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/241e7c89-3851-4bff-966e-cade57ab560a	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6c85b5302b7b7e71e103570b8e9fb4718efc2618.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/277908	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				0456	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/241e7c89-3851-4bff-966e-cade57ab560a/manifest					81
信州川中島合戦		しんしゅうかわなかじまかっせん	黒4142-0097			信州川中島合戦 (帙題)	しんしゅうかわなかじまかっせん	作者:近松 門左衛門	ちかまつ もんざえもん	替題簽。奥書有。印記3顆	刊	半紙本。1冊。78丁。7行		浄瑠璃	義太夫節	院本	00	00			無刊記	大阪土佐堀裏町 加嶋清助版(奥付)			作者:近松 門左衛門						http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/76cdc8da-17aa-4895-a120-dc54d5aa896f.json	76cdc8da-17aa-4895-a120-dc54d5aa896f	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/76cdc8da-17aa-4895-a120-dc54d5aa896f	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f9dca313e6d8fc9e554717b39bf0a29df02fe8ed.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/277909	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				0457	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/76cdc8da-17aa-4895-a120-dc54d5aa896f/manifest					82
信州川中島合戦		しんしゅうかわなかじまかっせん	黒4142-0098			信州川中島合戦 (帙題)	しんしゅうかわなかじまかっせん	作者:近松 門左衛門	ちかまつ もんざえもん	替題簽。奥書有。印記3顆	刊	半紙本。1冊。78丁。7行		浄瑠璃	義太夫節	院本	00	00			無刊記	大坂高麗橋二丁目出店 山本九右衛門版 他1肆(奥付)			作者:近松 門左衛門						http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c51ec862-46a9-4310-99e8-6eb12cec26a8.json	c51ec862-46a9-4310-99e8-6eb12cec26a8	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/c51ec862-46a9-4310-99e8-6eb12cec26a8	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1cd79aa6f0875971ab218808ca005abb3a3f1af0.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/277910	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				0458	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c51ec862-46a9-4310-99e8-6eb12cec26a8/manifest					81
心中宵庚申		しんじゅうよいこうしん	黒4142-0099			心中宵庚申 (帙題)	しんじゅうよいこうしん	作者:近松 門左衛門	ちかまつ もんざえもん	替題簽。奥書無。印記3顆	刊	半紙本。1冊。23丁。10行		浄瑠璃	義太夫節	院本	00	00			無刊記	??			作者:近松 門左衛門						http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/00994eee-3371-4290-b738-3a0a8afc5378.json	00994eee-3371-4290-b738-3a0a8afc5378	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/00994eee-3371-4290-b738-3a0a8afc5378	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f8fbe993046bf0d35b2decd226ac740c3d91dbdc.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/277911	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				0459	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/00994eee-3371-4290-b738-3a0a8afc5378/manifest					26
関八州繋馬		かんはっしゅうつなぎうま	黒4142-0100			関八州繋馬 (帙題)	かんはっしゅうつなぎうま	作者:近松 門左衛門	ちかまつ もんざえもん	替題簽。奥書有。墨書書入「野澤政蔵」(見返)。印記4顆	刊	半紙本。1冊。89丁。7行		浄瑠璃	義太夫節	院本	00	00			無刊記	大阪高麗橋壱丁目出店 正本屋山本九右衛門版 他1肆(奥付)			作者:近松 門左衛門						http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/df9e7780-720f-4550-a98a-d0fc17d2cc2a.json	df9e7780-720f-4550-a98a-d0fc17d2cc2a	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/df9e7780-720f-4550-a98a-d0fc17d2cc2a	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ee1191d3f6f8aa61edad1626564ee234d56c9ffe.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/277912	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				0460	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/df9e7780-720f-4550-a98a-d0fc17d2cc2a/manifest					92
<古人近松門左衛門作/当世並木宗輔添削>日蓮記児硯		<こじんちかまつもんざえもんさく/とうせいなみきそうすけてんさく>にちれんきちごすずり	黒4142-0103			日蓮記児硯 (帙題)	にちれんきちごすずり			替題簽。奥書無。印記「洒竹文庫」「斎藤文庫」他4顆	刊	半紙本。1冊。85丁。7行		浄瑠璃	義太夫節	院本	00	00			「寛延二己巳歳十月八日/古人近松門左衛門作/当世市中庵添削」	??						寛延2年10月8日			http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6a79a31d-df94-4b92-80fd-f0a7a8c6eb56.json	6a79a31d-df94-4b92-80fd-f0a7a8c6eb56	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/6a79a31d-df94-4b92-80fd-f0a7a8c6eb56	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fe12eb6428992012b79bfa67abf92cd4c31f4aee.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/277913	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				0461	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6a79a31d-df94-4b92-80fd-f0a7a8c6eb56/manifest					90
大原問答青葉笛		おおはらもんどうあおばのふえ	黒4142-0104			大原問答青葉笛 (帙題)	おおはらもんどうあおばのふえ			替題簽。奥書有。印記「鈴木春浦」他5顆	刊	半紙本。1冊。44丁。8行		浄瑠璃	義太夫節	院本	00	00			無刊記	大坂高麗橋壱丁目 山本九兵衛板(奥付)									http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c25a95d1-72f8-4c58-8e89-8a49a33e9188.json	c25a95d1-72f8-4c58-8e89-8a49a33e9188	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/c25a95d1-72f8-4c58-8e89-8a49a33e9188	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f7576f15a21f2f5b831a9d3d9a0bde829d24f16f.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/277914	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				0462	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c25a95d1-72f8-4c58-8e89-8a49a33e9188/manifest					47
