タイトル	資料の解説	項目	年月日	分類	出版事項等	状態	縦×横（cm）	備考	冊数	サブコレクション	年	アイテムURL	viewingDirection	ID	ソート用項目	機械可読ドキュメント	ウェブサイトURL	IIIFマニフェストURI	帰属	コレクション	サムネイル	利用条件
振出し鯰薬		災害	安政2年10月2日	鯰絵		木版(多色)	36.5×25	02-041と同一版(こちらのほうが状態が良い)	02-087	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/ef709343-a426-4765-a047-3de79a7bc000	http://iiif.io/api/presentation/2#rightToLeftDirection	ef709343-a426-4765-a047-3de79a7bc000	0134	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81682	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81682/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88514/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
老(おな)まづ		災害	安政2年10月2日	鯰絵		木版(多色)	36.5×25		02-088	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/e6d7621f-85be-43ca-82c9-73cc796655c7	http://iiif.io/api/presentation/2#rightToLeftDirection	e6d7621f-85be-43ca-82c9-73cc796655c7	0135	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81859	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81859/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88515/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
差出し申御詫一札之事		災害	安政2年10月2日	鯰絵		木版(多色)	36.5×25		02-089	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/d9a5a114-2ca6-40f3-99ea-3148f2415e45	http://iiif.io/api/presentation/2#rightToLeftDirection	d9a5a114-2ca6-40f3-99ea-3148f2415e45	0136	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81661	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81661/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88516/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
鯰に金銀を吐かされる持丸(仮)		災害	安政2年10月2日	鯰絵			37×25		02-090	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/3b1ebed2-ad63-4f25-bafa-ec6e01b837a4	http://iiif.io/api/presentation/2#rightToLeftDirection	3b1ebed2-ad63-4f25-bafa-ec6e01b837a4	0137	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81529	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81529/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88517/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
流行たこくらべ		その他		役職名鑑	国芳画、双印	木版(多色)	32.5×24		02-091	石本コレクションI		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/57f3766e-7f9c-4ec7-b9b5-a8a13f0292bb	http://iiif.io/api/presentation/2#rightToLeftDirection	57f3766e-7f9c-4ec7-b9b5-a8a13f0292bb	0138	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81904	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81904/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88518/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
とてつるけんかへ歌		災害	弘化4年3月24日	鯰絵	国輝画、版元印あり(釜の絵の下にト)	木版(多色)	36.5×25	善光寺地震のこと	02-092	石本コレクションI	1847	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/2709493e-9f85-47e3-a64c-017fa5894fe1	http://iiif.io/api/presentation/2#rightToLeftDirection	2709493e-9f85-47e3-a64c-017fa5894fe1	0139	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81607	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81607/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88519/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
名石千歳刎 男之助せりふ		災害	安政2年10月2日	鯰絵		木版(多色)	36.5×25		02-093	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/64c0e868-83cc-4d1b-81c0-4140d20359a4	http://iiif.io/api/presentation/2#rightToLeftDirection	64c0e868-83cc-4d1b-81c0-4140d20359a4	0140	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81838	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81838/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88520/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
地震けん		災害	安政2年10月2日	鯰絵		木版(多色)	37×25.5		02-094	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/4d31be60-e97f-4d9e-bc5e-9bd344b9e0cb	http://iiif.io/api/presentation/2#rightToLeftDirection	4d31be60-e97f-4d9e-bc5e-9bd344b9e0cb	0141	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81577	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81577/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88521/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
あら嬉し大安日にゆり直す(仮)		災害	安政2年10月2日	鯰絵		木版(多色)	37×25.5		02-095	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/aadc77a4-df21-4317-b3f2-59859a33528e	http://iiif.io/api/presentation/2#rightToLeftDirection	aadc77a4-df21-4317-b3f2-59859a33528e	0142	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81737	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81737/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88522/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
すい神のおしえにいのちたすかりて(仮)		災害	安政2年	鯰絵		木版(多色)	35.5×25		02-096	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/abb1d110-6902-42d4-96de-257ef00bd381	http://iiif.io/api/presentation/2#rightToLeftDirection	abb1d110-6902-42d4-96de-257ef00bd381	0143	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81759	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81759/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88523/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
地震用心の歌		災害	安政2年10月2日	鯰絵		木版(多色)	37×25.5		02-097	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/f86d98ad-71ae-4f26-b6b5-43306fcf813c	http://iiif.io/api/presentation/2#rightToLeftDirection	f86d98ad-71ae-4f26-b6b5-43306fcf813c	0144	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81841	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81841/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88524/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
役原居		災害	安政2年10月2日	鯰絵		木版(多色)	37×25.5	鯰はいないが安政2年の錦絵、一応鯰絵とする	02-098	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/b5fcf41b-59eb-43ff-ac1d-9512bdd9807c	http://iiif.io/api/presentation/2#rightToLeftDirection	b5fcf41b-59eb-43ff-ac1d-9512bdd9807c	0145	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81837	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81837/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88525/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
持○長者泣競		災害	安政2年10月2日	鯰絵	芳賀登の『世直し』?で紹介	木版(多色)	36×25	鯰 はいないが安政2年の錦絵、一応鯰絵とする、芳賀登の『世直し』?で紹介、未見	02-099	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/8b0f2309-24af-4a0b-8a23-31d1b9df5815	http://iiif.io/api/presentation/2#rightToLeftDirection	8b0f2309-24af-4a0b-8a23-31d1b9df5815	0146	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81512	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81512/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88526/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
持○長者		災害	安政2 年10月2日	鯰絵		木版(多色)	36×25	安政2年の江戸地震の錦絵、鯰絵とする	02-100	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/5878f1cd-b148-4b0d-b44a-ca1464da0304	http://iiif.io/api/presentation/2#rightToLeftDirection	5878f1cd-b148-4b0d-b44a-ca1464da0304	0147	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81813	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81813/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88527/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
持○長者腹くらべ		災害	安政2年10月2日	鯰絵		木版(多色)	35.5×25.5	安政2年の江戸地震の錦絵	02-101	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/2b13da8c-bb3b-4f93-a1b8-9883d6fb4526	http://iiif.io/api/presentation/2#rightToLeftDirection	2b13da8c-bb3b-4f93-a1b8-9883d6fb4526	0148	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81773	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81773/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88528/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
地震死者施餓鬼図(仮)		災害	安政2年10月2日	鯰絵		木版(多色)	36×25	安政2年の江戸地震の錦絵	02-102	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/dbaf45b0-19d9-4b54-bb83-a0a00561fbd9	http://iiif.io/api/presentation/2#rightToLeftDirection	dbaf45b0-19d9-4b54-bb83-a0a00561fbd9	0149	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81591	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81591/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88529/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
安政二年十月二日地震出火後日角力		災害	安政2年10月2日	鯰絵		木版(多色)	36×25	2-51と同一版、安政2年の江戸地震の錦絵、鯰は出ていないが、鯰絵に分類する	02-103	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/e6aa5772-1108-4ebc-8283-5b6babade0d2	http://iiif.io/api/presentation/2#rightToLeftDirection	e6aa5772-1108-4ebc-8283-5b6babade0d2	0150	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81855/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88530/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
さやあて		災害	安政2年	鯰絵		木版(多色)	36×26	安政2年の江戸地震の錦絵、鯰は出ていないが、鯰絵に分類する	02-104	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/95b25b2c-a7d6-4000-bccf-8b8ed43e8a1c	http://iiif.io/api/presentation/2#rightToLeftDirection	95b25b2c-a7d6-4000-bccf-8b8ed43e8a1c	0151	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81750	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81750/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88531/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
ちょぼくれちょんがれ		災害	安政2年	鯰絵		木版(多色)	36.5×24.5		02-105	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/48bc2891-c47e-440e-8309-ffce1509cd48	http://iiif.io/api/presentation/2#rightToLeftDirection	48bc2891-c47e-440e-8309-ffce1509cd48	0152	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81733	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81733/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88532/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
どらが如来世直しちょぼくれ		災害	安政2年10月2日	鯰絵		木版(多色)	36×25		02-106	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/f3eb80cf-e21b-4ea8-bc63-c96177da0d96	http://iiif.io/api/presentation/2#rightToLeftDirection	f3eb80cf-e21b-4ea8-bc63-c96177da0d96	0153	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81738	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81738/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88533/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
しん版あんしん物		災害	安政2年10月2日	鯰絵		木版(多色)	37×25.5	未見	02-107	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/c87acd53-c1f1-421a-aba0-ee1e70679f73	http://iiif.io/api/presentation/2#rightToLeftDirection	c87acd53-c1f1-421a-aba0-ee1e70679f73	0154	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81561	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81561/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88534/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
じしん百万遍		災害	安政2年10月2日	鯰絵		木版(多色)	36.5×25	02-040と同一版	02-108	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/f14c5a38-d568-46ee-9462-790f99b94cf1	http://iiif.io/api/presentation/2#rightToLeftDirection	f14c5a38-d568-46ee-9462-790f99b94cf1	0155	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81857	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81857/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88535/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
神馬と鯰(仮)		災害	安政2年10月2日	鯰絵		木版(多色)	36.5×25		02-109	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/9bcbc1ab-8dd0-4975-8b5c-7250a76b6fcd	http://iiif.io/api/presentation/2#rightToLeftDirection	9bcbc1ab-8dd0-4975-8b5c-7250a76b6fcd	0156	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81816	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81816/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88536/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
玉屋地新兵衛桶伏の段 火夜苦の門並		災害	安政2年10月2日	鯰絵		木版(多色)	36.5×25		02-110	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/1b5cf91a-de00-4ac4-8fd0-cecf9c0583f0	http://iiif.io/api/presentation/2#rightToLeftDirection	1b5cf91a-de00-4ac4-8fd0-cecf9c0583f0	0157	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81814	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81814/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88537/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
地震火災あくはらひ		災害	安政2年10月2日	鯰絵		木版(多色)	36.5×24.5		02-111	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/4d93eb22-5db1-4e73-a925-6937828325a4	http://iiif.io/api/presentation/2#rightToLeftDirection	4d93eb22-5db1-4e73-a925-6937828325a4	0158	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81624	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81624/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88538/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
流行浮世咄し		災害	安政2年10月2日	錦絵	寅二年の改め、芳盛画、雷の風刺画か	木版(多色)	36×24		02-112	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/affd8c50-e309-47db-928c-d4108458f1ce	http://iiif.io/api/presentation/2#rightToLeftDirection	affd8c50-e309-47db-928c-d4108458f1ce	0159	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81694	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81694/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88539/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
三職よろこび餅		災害	安政2年10月2日	鯰絵	金堂筆	木版(多色)	35.5×24	02-064	02-113	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/d2939332-bdaa-4969-bbf6-a63e36452224	http://iiif.io/api/presentation/2#rightToLeftDirection	d2939332-bdaa-4969-bbf6-a63e36452224	0160	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81690	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81690/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88540/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
出現苦動明王		災害	安政2年10月2日	鯰絵		木版(多色)	36×23.5		02-114	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/eb634cda-c194-4307-bc52-c6d8d6a43930	http://iiif.io/api/presentation/2#rightToLeftDirection	eb634cda-c194-4307-bc52-c6d8d6a43930	0161	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81580	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81580/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88541/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
