タイトル,請求記号,出版社,出版地,日付,記事タイトル1,記事タイトル1発信元,記事タイトル2,記事タイトル2発信元,記事タイトル3,記事タイトル3発信元,別タイトル,記名,面,備考,シリーズ名,言語,種別,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
大阪毎日新聞 明治38年3月12日 号外,06-06,大阪毎日新聞社,大阪,1905-03-12,奉天追撃戰の結果,東京電話,我損害數,,會戰命名,,奉天追撃戦の結果|我損害数|会戦命名,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/727e7cea-05d4-4606-6f59-1ff650d89fc4.json,727e7cea-05d4-4606-6f59-1ff650d89fc4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/727e7cea-05d4-4606-6f59-1ff650d89fc4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/62a57a3f711e6807f277c478e11da399121c88c6.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1072634,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0202,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/727e7cea-05d4-4606-6f59-1ff650d89fc4/manifest,,,,,1
大阪毎日新聞 明治38年3月12日 第二号外,06-06,大阪毎日新聞社,大阪,1905-03-12,沙河方面捕虜戰利品,東京電話,,,,,沙河方面捕虜戦利品,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/93fe4b3c-8477-31aa-9d18-50c796c66e09.json,93fe4b3c-8477-31aa-9d18-50c796c66e09,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/93fe4b3c-8477-31aa-9d18-50c796c66e09,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0428f89ce48c4ee4049733fc89b3bb552654f1ac.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1072633,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0203,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/93fe4b3c-8477-31aa-9d18-50c796c66e09/manifest,,,,,1
大阪毎日新聞 明治38年3月17日 号外,06-06,大阪毎日新聞社,大阪,1905-03-17,奉天附近會戰經過,東京電話,雜報 雪中の凹地戰(志賀隊の苦戰),,友安隊の後三道崗子攻撃,,奉天附近会戦経過|雑報 雪中の凹地戦(志賀隊の苦戦)|友安隊の後三道崗子攻撃,,1-2,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f0c67a64-6dca-894e-546e-1a36c65a9bdf.json,f0c67a64-6dca-894e-546e-1a36c65a9bdf,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/f0c67a64-6dca-894e-546e-1a36c65a9bdf,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/02021c2a06541e385997af912c2f5bb4c5e236a5.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1072632,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0204,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f0c67a64-6dca-894e-546e-1a36c65a9bdf/manifest,,,,,2
大阪毎日新聞 明治38年4月14日 山陽号外,06-06,大阪毎日新聞出張所,広島,1905-04-14,敵國東航艦隊の北進,上海特電,,,,,敵国東航艦隊の北進,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2c315098-1402-3561-92c4-be4e5dafa3b1.json,2c315098-1402-3561-92c4-be4e5dafa3b1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/2c315098-1402-3561-92c4-be4e5dafa3b1,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/816879e58ab1be14ebcdf9b5849bf06b3850a404.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1072631,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0205,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2c315098-1402-3561-92c4-be4e5dafa3b1/manifest,,,,,1
大阪毎日新聞 明治38年4月30日 号外,06-06,大阪毎日新聞社,大阪,1905-04-30,第三艦隊の通過,倫敦來電,露艦隊の發航,,露國の外債談,,第三艦隊の通過|露艦隊の発航|露国の外債談,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f8214a8e-319d-4dd1-0d13-e2a7a7c0163a.json,f8214a8e-319d-4dd1-0d13-e2a7a7c0163a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/f8214a8e-319d-4dd1-0d13-e2a7a7c0163a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6277a7f2f7683e8913e5cf144e0793c906c69c9d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1072630,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0206,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f8214a8e-319d-4dd1-0d13-e2a7a7c0163a/manifest,,,,,1
大阪毎日新聞 明治38年5月11日 号外,06-06,大阪毎日新聞社,大阪,1905-05-11,露艦復北海に現る,函館來電,又も露艦出現説,東京電話,,,露艦復北海に現る|又も露艦出現説,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1dac013d-49fa-67c2-4566-b5344a5a2508.json,1dac013d-49fa-67c2-4566-b5344a5a2508,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/1dac013d-49fa-67c2-4566-b5344a5a2508,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d44457b53d64d732e83496f70375c139267dd2f4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1072629,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0207,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1dac013d-49fa-67c2-4566-b5344a5a2508/manifest,,,,,1
大阪毎日新聞 明治38年5月12日 号外,06-06,大阪毎日新聞社,大阪,1905-05-12,敵艦隊の北進聯合,倫敦來電,敵艦浦鹽到着説,,露國兩艦隊の所在,新嘉坡來電,敵艦隊の北進連合|敵艦浦鹽到着説|露国両艦隊の所在,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5e7458b3-4c50-3e9d-9ed8-719f8a960a27.json,5e7458b3-4c50-3e9d-9ed8-719f8a960a27,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/5e7458b3-4c50-3e9d-9ed8-719f8a960a27,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/bfd48b59c29827b63423c437c998a95cb12a22be.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1072628,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0208,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5e7458b3-4c50-3e9d-9ed8-719f8a960a27/manifest,,,,,1
大阪毎日新聞 明治38年5月26日 号外,06-06,大阪毎日新聞社,大阪,1905-05-26,露艦隊一部入港,上海來電,,,,,露艦隊一部入港,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f5c4cd8f-09e9-49e2-5c55-ad6a736e36c3.json,f5c4cd8f-09e9-49e2-5c55-ad6a736e36c3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/f5c4cd8f-09e9-49e2-5c55-ad6a736e36c3,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c70ff2007719e6009043cdd8826d5c7c0fde6ce1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1072627,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0209,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f5c4cd8f-09e9-49e2-5c55-ad6a736e36c3/manifest,,,,,1
大阪毎日新聞 明治38年5月27日 号外,06-06,大阪毎日新聞社,大阪,1905-05-27,上海沖海戰説,上海來電,,,,,上海沖海戦説,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/af148809-9269-9c76-9c1c-23b171898426.json,af148809-9269-9c76-9c1c-23b171898426,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/af148809-9269-9c76-9c1c-23b171898426,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/43b63ceccdf919971803aac07303a7cf1edffb03.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1072626,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0210,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/af148809-9269-9c76-9c1c-23b171898426/manifest,,,,,1
大阪毎日新聞 明治38年5月27日 山陽号外,06-06,大阪毎日新聞社出張所,広島,1905-05-27,愈々大海戰の火蓋を切る,上海特電,敵の第二艦隊台灣以北に進出す,東京電話,敵國全艦隊楊子江口に突進し來る,上海特電,愈々大海戦の火蓋を切る|敵の第二艦隊台湾以北に進出す|敵国全艦隊楊子江口に突進し来る,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/df5b3341-9e3f-3264-55c2-ffa1af0a8f52.json,df5b3341-9e3f-3264-55c2-ffa1af0a8f52,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/df5b3341-9e3f-3264-55c2-ffa1af0a8f52,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/775f1c558add72137e5b81eef8f8eaf669bd11ed.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1072625,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0211,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/df5b3341-9e3f-3264-55c2-ffa1af0a8f52/manifest,,,,,1
大阪毎日新聞 明治38年5月27日 第二号外,06-06,大阪毎日新聞社,大阪,1905-05-27,敵の總艦隊來る,上海來電,大海戰近し,東京電話,,,敵の総艦隊来る|大海戦近し,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e331e2be-814c-8d86-0ffd-b27109711261.json,e331e2be-814c-8d86-0ffd-b27109711261,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/e331e2be-814c-8d86-0ffd-b27109711261,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a41cf99e269f99f479c7cb618602a2c85d53e8e2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1072624,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0212,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e331e2be-814c-8d86-0ffd-b27109711261/manifest,,,,,1
大阪毎日新聞 明治38年5月28日 号外,06-06,大阪毎日新聞社,大阪,1905-05-28,對馬沖海戰,東京電話,撃沈及捕獲敵艦,,,,対馬沖海戦|撃沈及捕獲敵艦,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/25c5bcbe-a078-5f49-29d7-9346fae247a9.json,25c5bcbe-a078-5f49-29d7-9346fae247a9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/25c5bcbe-a078-5f49-29d7-9346fae247a9,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6f0f66e48531b19a74c88a627882fa3291210b05.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1072623,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0213,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/25c5bcbe-a078-5f49-29d7-9346fae247a9/manifest,,,,,1
大阪毎日新聞 明治38年5月29日 第二号外,06-06,大阪毎日新聞社,大阪,1905-05-29,敵艦全滅,東京電話,,,,,敵艦全滅,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/364d4d40-0592-027e-9046-eade3925a17e.json,364d4d40-0592-027e-9046-eade3925a17e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/364d4d40-0592-027e-9046-eade3925a17e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/cf0f8993ec1efb430badd93ed917acebcfd382e0.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1072622,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0214,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/364d4d40-0592-027e-9046-eade3925a17e/manifest,,,,,1
大阪毎日新聞 明治38年5月29日 第三号外,06-06,大阪毎日新聞社,大阪,1905-05-29,大海戰公報 敵艦全滅,東京電話,,,,,大海戦公報 敵艦全滅,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9f050b9c-81e6-902d-39a5-9d98076e3993.json,9f050b9c-81e6-902d-39a5-9d98076e3993,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/9f050b9c-81e6-902d-39a5-9d98076e3993,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a093dc78bb2eeffc1822368250fe3badc76513f7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1072621,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0215,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9f050b9c-81e6-902d-39a5-9d98076e3993/manifest,,,,,1
大阪毎日新聞 明治38年5月30日 号外,06-06,大阪毎日新聞社,大阪,1905-05-30,敗殘敵艦の運命,東京電話,漂着露艦の沈沒,石見江津來電,,,敗残敵艦の運命|漂着露艦の沈没,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/610495c7-6882-71ed-0bd7-69f0477a9403.json,610495c7-6882-71ed-0bd7-69f0477a9403,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/610495c7-6882-71ed-0bd7-69f0477a9403,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4455a10773be5ef777f9f249c05c66c00a620c12.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1072620,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0216,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/610495c7-6882-71ed-0bd7-69f0477a9403/manifest,,,,,1
大阪毎日新聞 明治38年5月30日 第二号外,06-06,大阪毎日新聞社,大阪,1905-05-30,捕獲敵艦到着,東京電話,上海敵船の處分,,敵旗艦乘員の漂着,山口來電,捕獲敵艦到着|上海敵船の処分|敵旗艦乗員の漂着,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/93aa63dc-4258-91da-46bc-c547a8c818f6.json,93aa63dc-4258-91da-46bc-c547a8c818f6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/93aa63dc-4258-91da-46bc-c547a8c818f6,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/15716f6a7f616112d24ac13d0eab5fb06a9a9f22.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1072619,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0217,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/93aa63dc-4258-91da-46bc-c547a8c818f6/manifest,,,,,1
大阪毎日新聞 明治38年5月30日 第四号外,06-06,大阪毎日新聞社,大阪,1905-05-30,大海戰續公報,東京電話,,,,,大海戦続公報,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3884d8f9-84f6-680c-2644-b8fafc685bc3.json,3884d8f9-84f6-680c-2644-b8fafc685bc3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/3884d8f9-84f6-680c-2644-b8fafc685bc3,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d156de00f81357e6db402e650e91b60d5981205f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1072618,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0218,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3884d8f9-84f6-680c-2644-b8fafc685bc3/manifest,,,,,1
大阪毎日新聞 明治38年5月31日 号外,06-06,大阪毎日新聞社,大阪,1905-05-31,露國の屈服 平和の端緒,華盛頓來電,敵特務艦の遁入,上海來電,,,露国の屈服 平和の端緒|敵特務艦の遁入,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8d82b842-01bd-4294-80aa-3f38c30da605.json,8d82b842-01bd-4294-80aa-3f38c30da605,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/8d82b842-01bd-4294-80aa-3f38c30da605,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/012262613d48ba8001aecb5f843529cba306c4f7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1072617,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0219,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8d82b842-01bd-4294-80aa-3f38c30da605/manifest,,,,,1
大阪毎日新聞 明治38年5月31日 第二号外,06-06,大阪毎日新聞社,大阪,1905-05-31,大元帥陛下の御仁慈,東京電話,戰勝御嘉賞の勅語,,,,大元帥陛下の御仁慈|戦勝御嘉賞の勅語,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e8b1c94f-9564-a279-6842-103c723f69ff.json,e8b1c94f-9564-a279-6842-103c723f69ff,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/e8b1c94f-9564-a279-6842-103c723f69ff,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/04891c3cf9f59ad6ad8d6ea51505e0efd4303dc9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1072616,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0220,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e8b1c94f-9564-a279-6842-103c723f69ff/manifest,,,,,1
