タイトル,書名よみ,出版,形態,他の書名,注記,分類,原本請求記号,編著者等,出版年（西暦）,ローマ字タイトル,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
乃勢さるさうし,ノセザル ソウシ,[出版地不明] : [出版者不明] ; [出版年不明],1冊 ; 16x24cm,のせざる草紙,備考: [おとぎ草子の内]十五,室町物語,P917,,,nosezaru soshi,bd338e3d-5889-4be3-87ae-198280985ef1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/bd338e3d-5889-4be3-87ae-198280985ef1,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/187c274c2a844a75b4e0330ab71131c8f12cbcf1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91693,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,175,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/bd338e3d-5889-4be3-87ae-198280985ef1/manifest,,,,,18
ねこのさうし,ネコ ノ ソウシ,[出版地不明] : [出版者不明] ; [出版年不明],1冊(17丁) ; 16x24cm,,備考: [おとぎ草子の内]十六,室町物語,P918,,,neko no soshi,193e6f16-35b9-4bc4-9d8d-aa916021e3d7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/193e6f16-35b9-4bc4-9d8d-aa916021e3d7,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/649797b12141b577b542c4e7aa2989aa42ac7a53.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91694,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,176,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/193e6f16-35b9-4bc4-9d8d-aa916021e3d7/manifest,,,,,21
浜出草紙,ハマイデ ゾウシ,[出版地不明] : [出版者不明] ; [出版年不明],1冊(9丁) ; 19x24cm,,備考: [おとぎ草子の内]十七,室町物語,P919,,,hamaide zoshi,f32b7cb5-419e-49a9-84d7-8d0c07ce07f7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/f32b7cb5-419e-49a9-84d7-8d0c07ce07f7,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/173bc8be1c099d3b31d1e01415e6974db6b1698d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91695,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,177,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f32b7cb5-419e-49a9-84d7-8d0c07ce07f7/manifest,,,,,13
いつみしきふ,イズミシキブ,[出版地不明] : [出版者不明] ; [出版年不明],1冊(15丁) ; 16x24cm,,備考: [おとぎ草子の内]十八,室町物語,P920,,,izumishikibu,3230c01e-d4b7-4afd-9518-812d278814f3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/3230c01e-d4b7-4afd-9518-812d278814f3,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/6d722ded22f50c32af85a941084b06f05f1efadf.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91696,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,178,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3230c01e-d4b7-4afd-9518-812d278814f3/manifest,,,,,18
一寸法師,イッスン ボウシ,[出版地不明] : [出版者不明] ; [出版年不明],1冊(13丁) ; 16x24cm,,備考: [おとぎ草子の内]十九,室町物語,P921,,,issun boshi,3128af29-fb47-4d3e-8b8f-a72062d4d5d8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/3128af29-fb47-4d3e-8b8f-a72062d4d5d8,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/5eb448107d63e37466ccf31e9fe973cbdc8d880f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91697,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,179,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3128af29-fb47-4d3e-8b8f-a72062d4d5d8/manifest,,,,,17
繪本武者鞋 ; (上)(下),エホン ムシャ ワラジ,摂陽 : 河内屋茂兵衛 ; [出版年不明],2冊(27丁) ; 25cm,,"成立年: 天明7刊. 備考: 群玉堂主人序 ; 丁付 5, 5 ; 色摺",,P760,,,ehon musha waraji,0c4fdfd0-afaf-4a3c-ae79-03d48716d7bb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/0c4fdfd0-afaf-4a3c-ae79-03d48716d7bb,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/cbc3080365c22fbde9b428e2c587715b4e324cb6.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91544,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,18,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0c4fdfd0-afaf-4a3c-ae79-03d48716d7bb/manifest,,,,,17
佐可記,サカキ,[出版地不明] : [出版者不明] ; [出版年不明],1冊(17丁) ; 16x24cm,,備考: [おとぎ草子の内]廿,室町物語,P922,,,sakaki,cd48351d-6f45-4130-a663-7038273de47b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/cd48351d-6f45-4130-a663-7038273de47b,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/fa923e809ac9254bf5af0a95925aacd556587786.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91698,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,180,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/cd48351d-6f45-4130-a663-7038273de47b/manifest,,,,,21
浦島太郎,ウラシマ タロウ,[出版地不明] : [出版者不明] ; [出版年不明],1冊(18丁) ; 16x24cm,,備考: [おとぎ草子の内]廿一,室町物語,P923,,,urashima taro,f9ad51f0-d53e-46c5-9b37-bac574b3b816,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/f9ad51f0-d53e-46c5-9b37-bac574b3b816,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/7fee13ef082159c00079926acc0ff8bfd3349ff8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91699,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,181,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f9ad51f0-d53e-46c5-9b37-bac574b3b816/manifest,,,,,21
よこ笛草紙,ヨコブエ ソウシ,[出版地不明] : [出版者不明] ; [出版年不明],1冊 ; 16x24cm,横笛草紙,備考: [おとぎ草子の内]廿二,室町物語,P924,,,yokobue soshi,6769ef1b-956e-448b-9d11-0b2e76679153,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/6769ef1b-956e-448b-9d11-0b2e76679153,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/af754af5d8fd02c6268e2acd167cacad8eb18ba4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91700,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,182,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6769ef1b-956e-448b-9d11-0b2e76679153/manifest,,,,,28
本朝千字文 / 貝原益軒著,ホンチョウ センジモン,大坂 : 敦賀屋九兵衛 ; [出版年不明],1冊(21丁) ; 25cm,素讀本朝千字文,備考: 傍註 戸川後學,往来物,P761,貝原益軒著,,honcho senjimon,0ca1dbdd-6427-4b6f-927f-050a7cc171f0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/0ca1dbdd-6427-4b6f-927f-050a7cc171f0,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/39508785dc3dce5c9ecb474ff036d7e44b8d0ca5.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91545,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,19,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0ca1dbdd-6427-4b6f-927f-050a7cc171f0/manifest,,,,,33
女四書藝文図會 ; (花)(鳥)(風) / 清原宣明編 ; 村田嘉言畫,オンナ シショ ゲイモン ズエ,江戸 : 千鍾房 ; [天保6],4冊(77丁) ; 26cm,,備考: 裏見返しに「万延二」の書込みあり,教訓,P744,清原宣明編 ; 村田嘉言畫,1835,onna shisho geimon zue,abd0d4b6-e095-4b61-915b-fd07ae60c22a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/abd0d4b6-e095-4b61-915b-fd07ae60c22a,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/e4f0ac8cc3183767a163d2c99f69b577a1b1491c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91530,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,2,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/abd0d4b6-e095-4b61-915b-fd07ae60c22a/manifest,,,,,90
文寶古状揃稚文庫,ブンポウ コジョウゾロエ オサナ ブンコ,鴻巣宿 : 長嶋為一郎 ; 慶応2,1冊(32丁) ; 26cm,頭書講釋文寶古状揃稚文庫,"備考: 題箋に「改正増補」, 見返しに「訂正改刻」とあり",往来物,P762,,1866,bumpo kojozoroe osana bunko,b2158962-b1e5-4c6c-9fd9-6e1969086e1a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/b2158962-b1e5-4c6c-9fd9-6e1969086e1a,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/793bbcfc5a6bb1ee670fc07e70a4f5c0bf4385c2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91546,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,20,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b2158962-b1e5-4c6c-9fd9-6e1969086e1a/manifest,,,,,35
山寺状 / 松本一笑軒,ヤマデラジョウ,[出版地不明] : [出版者不明] ; 享保11,"1冊(5, 28丁) ; 26cm",,,往来物,P763,松本一笑軒,1726,yamaderajo,b6d1df70-c550-4f81-8851-0150280896ef,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/b6d1df70-c550-4f81-8851-0150280896ef,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/07a4214ab3a71ce2c87ddc2b28bb19b1be822eb9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91547,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,21,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b6d1df70-c550-4f81-8851-0150280896ef/manifest,,,,,47
頼杏坪先生書 / 頼杏坪,ライキョウヘイ センセイショ,[出版地不明] : [出版者不明] ; 文化14,1冊(37丁) ; 27cm,,"備考: 丁付 5, 23, 9",,P764,頼杏坪,1817,raikyohei senseisho,e84c2fb9-bf20-4123-a58d-d3fa9bfacbdb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/e84c2fb9-bf20-4123-a58d-d3fa9bfacbdb,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/1c000d8e8761348f34da3bd84341cd66388ad9e0.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91548,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,22,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e84c2fb9-bf20-4123-a58d-d3fa9bfacbdb/manifest,,,,,41
百姓教訓書,ヒャクショウ キョウクンショ,[出版地不明] : [出版者不明] ; [文政7],1冊 ; 24cm,,成立年: 享和3. 備考: 書名は表紙による,教訓,P765,,1824,hyakusho kyokunsho,c43565ff-e467-49cb-b279-a02489997bbf,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/c43565ff-e467-49cb-b279-a02489997bbf,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/4548ae1b96ee7a4695dedd25a0edbb2d06f02f19.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91549,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,23,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c43565ff-e467-49cb-b279-a02489997bbf/manifest,,,,,39
吾妻餘波 / 岡本経朝[撰],アズマ ナゴリ,東京 : 萬屋錫太郎 ; 明治18,1冊(60丁) ; 22cm,古今百風,,,P766,岡本経朝[撰],1885,azuma nagori,fa03ed0d-ab8c-4f58-9f56-09b39f84524c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/fa03ed0d-ab8c-4f58-9f56-09b39f84524c,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/706899df39ce55067a41af016ffb459c4aea62c9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91550,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,24,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/fa03ed0d-ab8c-4f58-9f56-09b39f84524c/manifest,,,,,31
繪本孝經 ; (上)(下) / 高井蘭山撰 ; 前北斎為一畫圖,エホン コウキョウ,東京 : 須原屋新兵衛 ; 元治元年再刻,2冊(78丁) ; 23cm,,"成立年: 嘉永2. 備考: 丁付 28, 49",教訓,P767,高井蘭山撰 ; 前北斎為一畫圖,1864再刻,ehon kokyo,a93486f5-29ce-463f-8fe7-743cade65a7a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/a93486f5-29ce-463f-8fe7-743cade65a7a,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/a56c0917102af0735c99f5e223a9bf5002f6b583.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91551,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,25,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a93486f5-29ce-463f-8fe7-743cade65a7a/manifest,,,,,59
佛説孝子經和解 ; (上)(下) / 僧純,ブッセツ コウシキョウ ワゲ,京都 : 永田調兵衛 ; 嘉永2,2巻2冊(105丁) ; 23cm,孝子經和解,成立年: 嘉永2,仏教,P768,僧純,1849,bussetsu koshikyo wage,5e81dff3-95f0-4f80-a44a-8b7021f4229d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/5e81dff3-95f0-4f80-a44a-8b7021f4229d,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/3dcc65df9a3ed84e62637a454df75449a7dc2353.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91552,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,26,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5e81dff3-95f0-4f80-a44a-8b7021f4229d/manifest,,,,,108
實語教童子訓,ジツゴキョウ ドウジクン,京都 : 須原屋平左衛門 ; 天明5,1冊(47丁) ; 23cm,,,教訓,P769,,1785,jitsugokyo dojikun,306c3b25-690e-48eb-b11a-9a97be3cc700,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/306c3b25-690e-48eb-b11a-9a97be3cc700,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/128a181b5b791c4a75e92b52b9815baa79ac20d9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91553,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,27,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/306c3b25-690e-48eb-b11a-9a97be3cc700/manifest,,,,,58
實語教童子教,ジツゴキョウ ドウシキョウ,江戸 : 文江堂吉田屋文三郎 ; 安政6,1冊(15丁) ; 25cm,實語教童子教合巻,,教訓,P770,,1859,jitsugokyo doshikyo,86be0184-7a6a-4b61-9d0f-287e2942b8bc,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/86be0184-7a6a-4b61-9d0f-287e2942b8bc,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/a6d11d63938b1247430522eeab81adbce3251a68.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91554,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,28,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/86be0184-7a6a-4b61-9d0f-287e2942b8bc/manifest,,,,,20
實語教童子教繪抄,ジツゴキョウ ドウジキョウ エショウ,[出版地不明] : [出版者不明] ; [出版年不明],1冊(17丁) ; 23cm,,備考: 9丁が欠落,教訓,P771,,,jitsugokyo dojikyo esho,8fd553dc-d19e-45ea-bacb-27d801c6d696,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/8fd553dc-d19e-45ea-bacb-27d801c6d696,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/4e99821d62d40e8596a07b8960f39c894ed99b28.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91555,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,29,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8fd553dc-d19e-45ea-bacb-27d801c6d696/manifest,,,,,19
曹大家女論語圖會 / 村田嘉言出像,ソウタイカ オンナ ロンゴ ズエ,大阪 : 加賀屋彌兵衛 ; 文政12,1冊(29丁) ; 26cm,,成立年: 文政12,教訓,P745,村田嘉言出像,1829,sotaika onna rongo zue,c1ba4091-7252-446f-8634-8941d3252fe0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/c1ba4091-7252-446f-8634-8941d3252fe0,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/d2f2d77a15d25677798d59b04dfa79b696537d48.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91531,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,3,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c1ba4091-7252-446f-8634-8941d3252fe0/manifest,,,,,36
畫本童子教 / 法橋玉山畫,エホン ドウシキョウ,浪華 : 鹽屋忠兵衛 ; 文化3,5巻5冊(96丁) ; 23cm,童子教畫本|繪本童子教,"成立年: 文化3. 備考: 丁付 18, 20, 19, 15, 21",教訓,P772,法橋玉山畫,1806,ehon doshikyo,b554748b-172c-46ac-87c1-836aad7e6f11,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/b554748b-172c-46ac-87c1-836aad7e6f11,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/ec54dc8dec8b5231abe2cd8f8e0f7341e9ec2533.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91556,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,30,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b554748b-172c-46ac-87c1-836aad7e6f11/manifest,,,,,112
増補字盡童子教,ゾウホ ジヅクシ ドウジキョウ,京都 : 村上勘兵衛 ; 明治3,1冊(39丁) ; 23cm,,"備考: 寛政10年原版, 元治2年官許刻成, 明治3年改正",,P773,,1870,zoho jizukushi dojikyo,0b1eaf12-a361-43ba-ac92-8ff115ad0cdb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/0b1eaf12-a361-43ba-ac92-8ff115ad0cdb,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/721df63f3616d685894d855dc2b4ccfa43e65f49.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91557,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,31,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0b1eaf12-a361-43ba-ac92-8ff115ad0cdb/manifest,,,,,43
廿四孝圖繪 / 南里亭其樂輯 ; 葛飾北斎畫,ニジュウシコウ ズエ,浪華 : 河内屋源七郎 ; 文政5,1冊(25丁) ; 22cm,繪本二十四孝,成立年: 文政5. 備考: 書名は題箋、版心による,教訓,P774,南里亭其樂輯 ; 葛飾北斎畫,1822,nijushiko zue,d1c61178-3f6b-4dd3-861e-85e71c016d37,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/d1c61178-3f6b-4dd3-861e-85e71c016d37,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/b6bfb475289557f90f0164638fdf7b1a580634dd.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91558,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,32,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d1c61178-3f6b-4dd3-861e-85e71c016d37/manifest,,,,,29
分類二十四孝圖 ; (乾)(坤)  / 小田海僊畫 ; 長沙王,ブンルイ ニジュウシコウズ,京都 : 吉田屋治兵衛 ; 天保14,2巻2冊(76丁) ; 25cm,海僊畫譜,成立年: 天保14. 備考: 書名は題箋による,絵本,P775,小田海僊畫 ; 長沙王,1843,bunrui nijushikozu,336d709d-aa1e-4e34-a2d2-324e2fe2fa57,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/336d709d-aa1e-4e34-a2d2-324e2fe2fa57,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/c84e766bbf0da5bc0a258e6f7cebd70f1eeb1614.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91559,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,33,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/336d709d-aa1e-4e34-a2d2-324e2fe2fa57/manifest,,,,,61
