タイトル	年月日	本文タイトル（原本）	巻頭目録タイトル（原本）	本文タイトル（標点本）	巻頭目録タイトル（標点本）	冊	巻	条	画像（開始コマ）	請求記号	類	目	影印本	標点本	Date Created	ID	ウェブサイトURL	アイテムURL	利用条件	サムネイル	機械可読ドキュメント	帰属	viewingDirection	コレクション	IIIFマニフェストURI	ソート用項目	西暦	# of media
禁革永討莊田投獻地土	弘治3.閏9.14	禁革永討莊田投獻地土	禁革求討莊田投獻地土	禁革求討莊田投獻地土	禁革求討莊田投獻地土	第3冊	卷13	第8條	0013-00021	A00:6290:3	戶部類	盜賣田宅	上-318下裏	乙4-548(13-11)	1490-095-14	4e25215d-b886-429e-931c-6f80f1324035	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/4e25215d-b886-429e-931c-6f80f1324035	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101867/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99651	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4e25215d-b886-429e-931c-6f80f1324035/manifest			4
貴州過有拏獲人民糾集兇頑盜採銀礦爲首及持傷人情重人犯係吏民舍餘人等發原籍邊衞軍發極邊衞分充軍爲從人犯遞發原籍當差職官有犯奏	弘治4.9	貴州過有拏獲人民糾集兇頑盜採銀礦爲首及持傷人情重人犯係吏民舍餘人等發原籍邊衞軍發極邊衞分充軍爲從人犯遞發原籍當差職官有犯奏	貴州遇有拏獲外郡人民糾集兇頑盜採銀爲首及持傷人情重人犯係吏民舍餘人等發南方邊衞軍發極邊衞分充軍爲從人犯遞發原籍當差職官有犯奏請定奪	貴州遇有拏獲[外郡]人民糾集兇頑盜採銀礦爲首及持[刀]傷人情重人犯係吏民舍餘人等發(原籍)[南方]邊衞軍發極邊衞分充軍爲從人犯遞發原籍當差職官有犯奏[請定奪]	貴州遇有拏獲外郡人民糾集兇頑盜採銀[礦]爲首及持[刀]傷人情重人犯係吏民舍餘人等發南方邊衞軍發極邊衞分充軍爲從人犯遞發原籍當差職官有犯奏請定奪	第3冊	卷13	第9條	0013-00024	A00:6290:3	戶部類	盜賣田宅	上-320上裏	乙4-550(13-12)	1491-090-99	a71aa819-fc1e-4a10-9242-243eedc9d9d8	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/a71aa819-fc1e-4a10-9242-243eedc9d9d8	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103262/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99652	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a71aa819-fc1e-4a10-9242-243eedc9d9d8/manifest			1
禁約紛爭田產例	成化2.8.2	禁約紛爭田產例	禁約紛爭田產例	禁約紛爭田產例	禁約紛爭田產例	第3冊	卷13	第1條	0013-00024	A00:6290:3	戶部類	典賣田宅(盜賣田宅)	上-320下表	乙4-551(13-13)	1466-080-02	47b353a3-b8b1-4ccb-9287-c4f05197d973	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/47b353a3-b8b1-4ccb-9287-c4f05197d973	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102094/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99653	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/47b353a3-b8b1-4ccb-9287-c4f05197d973/manifest			3
禁約侵占田產例	成化5.12.25	禁約侵占田產例	禁約侵占田產例	禁約侵佔田產例	禁約侵佔田產例	第3冊	卷13	第2條	0013-00027	A00:6290:3	戶部類	典賣田宅(盜賣田宅)	上-321下裏	乙4-553(13-14)	1469-120-25	3a0093ee-8f58-4990-896f-dd46959913c0	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/3a0093ee-8f58-4990-896f-dd46959913c0	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102691/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99654	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3a0093ee-8f58-4990-896f-dd46959913c0/manifest			2
禁約內外官員軍民人等侵占草場田地例	成化5	禁約內外官員軍民人等侵占草場田地例	禁約內外官員軍民人等侵占草場田地例	禁約內外官員軍民人等侵佔草場田地例	禁約內外官員軍民人等侵佔草場田地例	第3冊	卷13	第3條	0013-00028	A00:6290:3	戶部類	典賣田宅(盜賣田宅)	上-322上裏	乙4-554(13-15)	1469-000-99	5cf4ce4a-bd37-42b0-90c8-1dfbded935b9	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/5cf4ce4a-bd37-42b0-90c8-1dfbded935b9	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103781/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99655	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5cf4ce4a-bd37-42b0-90c8-1dfbded935b9/manifest			2
禁約豪強占種葦場地土例	成化6.5.21	禁約豪強占種葦場地土例	禁約豪強占種葦場地土例	禁約豪強佔種葦場地土例	禁約豪強佔種葦場地土例	第3冊	卷13	第4條	0013-00029	A00:6290:3	戶部類	典賣田宅(盜賣田宅)	上-323上表	乙4-555(13-16)	1470-050-21	c9d77a38-ca00-41d2-ad08-78c4a92417d9	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/c9d77a38-ca00-41d2-ad08-78c4a92417d9	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/104126/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99656	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c9d77a38-ca00-41d2-ad08-78c4a92417d9/manifest			3
賣過田產不許在贖及倒耕牛許令變賣略賣人口枷號充軍	成化10.12.19	賣過田產不許在贖及倒耕牛許令變賣略賣人口枷號充軍	賣過田產不許在贖及倒耕牛許令變賣略賣人口枷號充軍	賣過田產不許(在)[再]贖及倒耕牛許令變賣略賣人口枷號充軍	賣過田產不許(在)[再]贖及倒耕牛許令變賣略賣人口枷號充軍	第3冊	卷13	第5條	0013-00031	A00:6290:3	戶部類	典賣田宅(盜賣田宅)	上-324上表	乙4-557(13-17)	1474-120-19	9761a6e1-02d5-4675-a96c-e4830541b462	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/9761a6e1-02d5-4675-a96c-e4830541b462	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103530/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99657	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9761a6e1-02d5-4675-a96c-e4830541b462/manifest			3
禁約刁訟越訴誣告例	成化13.9.16	禁約刁訟越訴誣告例	禁革刁訟越訴誣告例	禁(革)[約]刁訟越訴誣告例	禁(革)[約]刁訟越訴誣告例	第3冊	卷13	第6條	0013-00033	A00:6290:3	戶部類	典賣田宅(盜賣田宅)	上-324下裏	乙4-558(13-18)	1477-090-16	2e035d32-4371-4886-b631-2090b5135a43	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/2e035d32-4371-4886-b631-2090b5135a43	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102178/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99658	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2e035d32-4371-4886-b631-2090b5135a43/manifest			3
管莊人等將山東河南北直隸空閑及起科田投獻權勢者充軍受獻者戶部幷科道官糾奏	成化21.1	管莊人等將山東河南北直隸空閑及起科田投獻權勢者充軍受獻者戶部幷科道官糾奏	管莊人等將山東河南北直隸空閑及起科田地投獻權勢者充軍受獻者戶部幷科道官新奏	管莊人等將山東河南北直隸空閑及起科田地投獻權勢者充軍受獻者戶部竝科道官糾奏	管莊人等將山東河南北直隸空閑及起科田地投獻權勢者充軍受獻者戶部竝科道官(新)[糾]奏	第3冊	卷13	第7條	0013-00036	A00:6290:3	戶部類	典賣田宅(盜賣田宅)	上-326下表	乙4-560(13-19)	1485-010-99	3438caac-cda9-46f2-936b-87833663e5e7	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/3438caac-cda9-46f2-936b-87833663e5e7	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103315/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99659	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3438caac-cda9-46f2-936b-87833663e5e7/manifest			1
軍戶田土賣過與人年遠者不許妄告爭奪	成化2.3.4	軍戶田土賣過與人年遠者不許妄告爭奪	軍戶田土賣過與人年遠者不許妄告爭奪	軍戶田土賣過與人年遠者不許妄告爭奪	軍戶田土賣過與人年遠者不許妄告爭奪	第3冊	卷13	第8條	0013-00037	A00:6290:3	戶部類	典賣田宅(盜賣田宅)	上-327上表	乙4-561(13-20)	1466-030-04	4aea536e-e5e6-4f85-b4fc-5b0e06bf4d3d	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/4aea536e-e5e6-4f85-b4fc-5b0e06bf4d3d	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/104199/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99660	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4aea536e-e5e6-4f85-b4fc-5b0e06bf4d3d/manifest			2
侵占牧馬草場處死		侵占牧馬草場處死	侵占牧馬草場處死	侵佔牧馬草場處死	侵佔牧馬草場處死	第3冊	卷13	第9條	0013-00042	A00:6290:3	戶部類	典賣田宅(盜賣田宅)	上-329下表	乙4-563(13-21)	9999-999-99	bf532748-5a24-4a82-a8a5-d66bdb4ab160	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/bf532748-5a24-4a82-a8a5-d66bdb4ab160	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101884/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99661	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/bf532748-5a24-4a82-a8a5-d66bdb4ab160/manifest			2
許令軍民耕賃住起科則例	成化17.1	許令軍民耕賃住起科則例	許令軍民耕賃住起地起利則例	許令軍民耕賃住起科則例	許令軍民耕賃住(起地)起(利)[科]則例	第3冊	卷13	第1條	0013-00043	A00:6290:3	戶部類	荒蕪田地	上-330上表	乙4-564(13-22)	1481-010-99	236eb08b-1db9-4de0-a300-7f47b2f372d6	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/236eb08b-1db9-4de0-a300-7f47b2f372d6	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103009/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99662	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/236eb08b-1db9-4de0-a300-7f47b2f372d6/manifest			2
各邊屯田子粒不許買補官馬照舊徵納	成化23.10.10	各邊屯田子粒不許買補官馬照舊徵納	各邊屯田子粒不許買補官馬照舊徵納	各邊屯田子粒不許買補官馬照舊徵納	各邊屯田子粒不許買補官馬照舊徵納	第3冊	卷13	第1條	0013-00044	A00:6290:3	戶部類	屯田	上-330下表	乙4-564(13-23)	1487-100-10	7c74703c-8b59-48e2-8a5d-ad1eb9cca19c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/7c74703c-8b59-48e2-8a5d-ad1eb9cca19c	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103873/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99663	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7c74703c-8b59-48e2-8a5d-ad1eb9cca19c/manifest			1
淸理各處屯田	成化23.12	淸理各處屯田	淸理各處屯田	淸理各處屯田	淸理各處屯田	第3冊	卷13	第2條	0013-00045	A00:6290:3	戶部類	屯田	上-331上表	乙4-565(13-24)	1487-120-99	41b2416f-1ab4-4b62-aeab-17ce37ad3b70	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/41b2416f-1ab4-4b62-aeab-17ce37ad3b70	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102993/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99664	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/41b2416f-1ab4-4b62-aeab-17ce37ad3b70/manifest			1
淸査屯田及査盤倉糧幷豪強占種屯田軍職詞邊方軍發邊衞民發口外	弘治1.8	淸査屯田及査盤倉糧幷豪強占種屯田軍職詞邊方軍發邊衞民發口外	淸査屯田及査盤錢糧幷豪強占種屯田軍職調邊方軍發邊衞民發口外	淸査屯田及査盤倉糧竝豪強佔種屯田軍職調邊方軍發邊衞民發口外	淸査屯田及査盤(錢)[倉]糧竝豪強佔種屯田軍職調邊方軍發邊衞民發口外	第3冊	卷13	第3條	0013-00046	A00:6290:3	戶部類	屯田	上-331下表	乙4-565(13-25)	1488-080-99	2d5a5081-0749-417f-a0fe-9c546f0f3a85	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/2d5a5081-0749-417f-a0fe-9c546f0f3a85	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102792/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99665	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2d5a5081-0749-417f-a0fe-9c546f0f3a85/manifest			2
賠償修理追給工價	弘治2.8.3	賠償修理追給工價	陪償修理追給工價	賠償修理追給工價	賠償修理追給工價	第3冊	卷13	第1條	0013-00048	A00:6290:3	戶部類	棄毀器物稼穡等	上-332下表	乙4-566(13-26)	1489-080-03	498a50c7-3b0c-4515-bfaf-1c0e99575a9c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/498a50c7-3b0c-4515-bfaf-1c0e99575a9c	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103032/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99666	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/498a50c7-3b0c-4515-bfaf-1c0e99575a9c/manifest			2
申明定婚五年無故亦要及失逃亡過三年不還者竝聽告官改嫁例	成化4.1.22	申明定婚五年無故亦要及失逃亡過三年不還者竝聽告官改嫁例	申明定婚五年無故不娶及夫逃亡過三年不還者竝聽告官改嫁例	申明定婚五年無故(亦要)[不娶]及夫逃亡過三年不還者竝聽告官改(稼)[嫁]例	申明定婚五年無故不娶及夫逃亡過三年不還者竝聽告官改嫁例	第3冊	卷13	第1條	0013-00049	A00:6290:3	戶部類	男女婚姻	上-332下裏	乙4-567(13-27)	1468-010-22	bbc4dd75-3e39-41d5-84ea-f1f4b65b22f8	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/bbc4dd75-3e39-41d5-84ea-f1f4b65b22f8	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101103/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99667	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/bbc4dd75-3e39-41d5-84ea-f1f4b65b22f8/manifest			3
聘定與人其夫逃故幷買賣在外年久不回許令照例改嫁	成化19.6.3	聘定與人其夫逃故幷買賣在外年久不回許令照例改嫁	聘定與人及夫逃故幷買賣在外年久不回令照例改嫁	聘定與人其夫逃故竝買賣在外年久不回許令照例改嫁	聘定與人(及)[其]夫逃故竝買賣在外年久不回[許]令照例改嫁	第3冊	卷13	第2條	0013-00051	A00:6290:3	戶部類	男女婚姻	上-334上表	乙4-569(13-28)	1483-060-03	1f682b74-02c7-4ad3-b317-c9c75c36c100	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/1f682b74-02c7-4ad3-b317-c9c75c36c100	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103096/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99668	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1f682b74-02c7-4ad3-b317-c9c75c36c100/manifest			2
禁約嫁娶奢侈渰死女子例	成化21.4.7	禁約嫁娶奢侈渰死女子例	禁約嫁娶奢侈渰死女子例	禁約嫁娶奢侈渰死女子例	禁約嫁娶奢侈渰死女子例	第3冊	卷13	第3條	0013-00053	A00:6290:3	戶部類	男女婚姻	上-335上表	乙4-571(13-30)	1485-040-07	29c4bb03-d57c-4ff6-a72e-f08f906954da	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/29c4bb03-d57c-4ff6-a72e-f08f906954da	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102950/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99669	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/29c4bb03-d57c-4ff6-a72e-f08f906954da/manifest			2
違律爲婚依律問斷例	成化21.2.26	違律爲婚依律問斷例	違律爲婚依律問斷例	違律爲婚依律問斷例	違律爲婚依律問斷例	第3冊	卷13	第4條	0013-00052	A00:6290:3	戶部類	男女婚姻	上-334下表	乙4-570(13-29)	1485-020-26	d0545ce3-f296-4518-ba75-ec6fc84388a8	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/d0545ce3-f296-4518-ba75-ec6fc84388a8	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/104091/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99670	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d0545ce3-f296-4518-ba75-ec6fc84388a8/manifest			2
男女先曾聘定父母臨危招婿婚成不斷離異	弘治2.10	男女先曾聘定父母臨危招婿婚成不斷離異	男女先曾聘定父母臨危招姻成不斷離異	男女先曾聘定父母臨危招(姻)[婚]婚成不斷離異	男女先曾聘定父母臨危招(姻)[婚][婚]成不斷離異	第3冊	卷13	第5條	0013-00048	A00:6290:3	戶部類	男女婚姻	上-332上裏	乙4-572(13-31)	1489-010-99	b5dfa557-72e3-48f2-b7fc-c5bbe5f61ce4	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/b5dfa557-72e3-48f2-b7fc-c5bbe5f61ce4	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103974/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99671	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b5dfa557-72e3-48f2-b7fc-c5bbe5f61ce4/manifest			1
